CompoundID,Primary_Target_Assay,Primary_Target_Assay_BioActivity,TPSA,ClogP,LogD,Num_H_Donors,Num_H_Acceptors,Num_AromaticRings,F_SP3,Drug_Class,Cell Permeability,Cmpd Solubility (uM),fafg (Rat),Bioavailability (Rat),"Clint,mic (L/hr/kg) (Rat)",Molecular_Weight (amu)
CM-1344912,JAK1 EC50(uM),3.0,58.87,1.219,1.2152,1,5,3.0,0.46154,Class F,13.3,20.4,,,6.43,241.29
CM-1307302,JAK1 EC50(uM),0.448,58.01,0.934,-2.0366,2,5,3.0,0.46667,Class F,7.46,,,,14.5,269.34
CM-1345517,JAK1 EC50(uM),1.28,45.98,2.194,2.1933,1,4,3.0,0.46667,Class F,14.2,27.0,,,32.3,254.33
CM-1304514,JAK1 EC50(uM),0.464,45.98,2.508,2.5071,1,4,3.0,0.46667,Class F,11.7,5.36,,,32.5,254.33
CM-1337515,JAK1 EC50(uM),0.107,45.98,1.66,1.6595,1,4,3.0,0.46667,Class F,16.9,1.19,,6.05,29.9,252.31
CM-1305298,JAK1 EC50(uM),0.411,83.36,1.708,1.7073,1,7,4.0,0.33333,Class F,11.6,177.0,,,105.0,407.49
CM-1330620,JAK1 EC50(uM),0.334,72.0,0.946,-1.7982,3,5,3.0,0.46667,Class F,,,,,,269.34
CM-1312473,JAK1 EC50(uM),0.0395,72.0,0.782,-2.0631,3,5,3.0,0.46667,Class F,9.54,481.0,0.0343,1.92,5.31,269.34
CM-1331812,JAK1 EC50(uM),0.634,55.21,0.743,0.7433,1,5,3.0,0.38462,Class F,14.3,42.8,,,5.73,242.28
CM-1328328,JAK1 EC50(uM),1.85,72.0,2.252,-0.4907,3,5,3.0,0.5,Class F,1.87,19.4,,,9.73,337.34
CM-1307301,JAK1 EC50(uM),0.475,58.01,0.934,-2.0366,2,5,3.0,0.46667,Class F,0.215,32.9,,15.2,3.45,269.34
CM-1303553,JAK1 EC50(uM),0.652,49.22,1.689,-0.3854,1,5,4.0,0.26316,Class F,5.32,19.8,,,96.0,317.39
CM-1327607,JAK1 EC50(uM),0.0098,72.0,1.749,-1.1099,3,5,3.0,0.52941,Class F,1.45,31.7,,,6.44,297.4
CM-2281866,JAK1 EC50(uM),3.0,95.56,0.301,0.2989,0,8,3.0,0.23077,Class G,6.48,,,,,318.35
CM-2043626,JAK1 EC50(uM),3.0,90.63,2.19,2.1899,0,7,4.0,0.17647,Class G,29.1,0.808,0.738,71.6,5.75,383.45
CM-1117923,JAK1 EC50(uM),3.0,81.69,-0.37,-0.45,2,7,2.0,0.5,Class H,,545.0,,,2.5,318.37
CM-1117913,JAK1 EC50(uM),3.0,52.23,1.252,-0.3681,1,5,2.0,0.46667,Class H,18.8,521.0,,,35.8,274.36
CM-1116725,JAK1 EC50(uM),2.58,61.46,2.1,2.1002,1,6,3.0,0.26316,Class H,,,,,,336.39
CM-1117901,JAK1 EC50(uM),3.0,48.99,2.309,2.3093,1,4,2.0,0.46667,Class H,63.9,550.0,,,16.9,257.33
CM-1117900,JAK1 EC50(uM),3.0,48.99,1.759,1.7587,1,4,2.0,0.42857,Class H,51.6,528.0,,,7.5,243.3
CM-1117920,JAK1 EC50(uM),3.0,72.46,-0.323,-0.4232,2,6,2.0,0.42857,Class H,3.11,471.0,,,,274.32
CM-1117908,JAK1 EC50(uM),3.0,58.22,0.301,0.3013,1,5,2.0,0.33333,Class H,42.4,556.0,,,3.71,231.25
CM-1788925,JAK1 EC50(uM),0.24,75.08,2.302,2.1928,2,6,3.0,0.6087,Class I,,,,,,427.49
CM-1788923,JAK1 EC50(uM),0.421,75.08,1.67,1.5609,2,6,3.0,0.57143,Class I,13.3,244.0,,,,363.46
CM-1788926,JAK1 EC50(uM),0.336,75.08,1.353,1.2437,2,6,3.0,0.55,Class I,12.5,491.0,,,,385.41
CM-1788920,JAK1 EC50(uM),0.512,75.08,1.926,1.8168,2,6,3.0,0.57143,Class I,18.4,236.0,,,12.9,363.46
CM-1786272,JAK1 EC50(uM),0.485,72.0,0.883,-2.0833,3,5,3.0,0.5,Class I,12.4,563.0,,,9.11,281.36
CM-1790217,JAK1 EC50(uM),0.0285,92.15,1.4,1.2902,2,7,3.0,0.6,Class I,12.5,14.0,,,3.73,399.51
CM-1788922,JAK1 EC50(uM),0.356,98.87,1.287,1.1779,2,7,3.0,0.52381,Class I,11.4,93.0,,,,374.44
CM-1788931,JAK1 EC50(uM),0.0927,75.08,1.928,1.91,2,6,3.0,0.52632,Class I,17.1,,,,8.34,409.38
CM-2252876,JAK1 EC50(uM),1.24,169.88,1.164,-1.1511,3,12,4.0,0.26087,Class I,1.34,,,,8.38,506.54
CM-1790486,JAK1 EC50(uM),0.451,87.1,1.502,1.3927,3,7,3.0,0.57143,Class I,6.61,,,,3.13,378.47
CM-1061705,JAK1 EC50(uM),0.825,69.03,4.634,4.6341,1,6,3.0,0.38095,GENERAL DIVERSITY,,,,,,398.89
CM-1423133,JAK1 EC50(uM),2.09,66.06,1.086,-0.919,2,6,2.0,0.625,GENERAL DIVERSITY,,,,,,301.39
CM-9484,JAK1 EC50(uM),3.0,12.03,1.606,-1.3637,1,1,0.0,1.0,GENERAL DIVERSITY,,,,,,113.2
CM-1616903,JAK1 EC50(uM),3.0,65.78,3.496,3.496,1,4,2.0,0.11765,GENERAL DIVERSITY,17.0,6.48,,,18.7,356.22
CM-517897,JAK1 EC50(uM),3.0,30.19,1.185,1.1845,0,3,3.0,0.0,GENERAL DIVERSITY,,,,,,169.18
CM-1711312,JAK1 EC50(uM),3.0,89.36,3.911,3.1277,2,9,3.0,0.66667,GENERAL DIVERSITY,0.0192,,,,17.0,523.69
CM-1364603,JAK1 EC50(uM),3.0,52.31,2.953,2.9533,0,5,4.0,0.0625,GENERAL DIVERSITY,,,,,,276.29
CM-524704,JAK1 EC50(uM),3.0,55.97,0.049,-0.1476,0,5,3.0,0.0,GENERAL DIVERSITY,,,,,,203.22
CM-762433,JAK1 EC50(uM),3.0,55.38,2.447,2.4467,0,6,2.0,0.4,GENERAL DIVERSITY,,,,,,354.35
CM-292923,JAK1 EC50(uM),3.0,42.85,4.689,4.6875,0,3,3.0,0.26087,GENERAL DIVERSITY,,,,,,344.45
CM-283345,JAK1 EC50(uM),3.0,49.84,5.883,5.883,2,4,3.0,0.0,GENERAL DIVERSITY,,,,,,438.09
CM-1370328,JAK1 EC50(uM),3.0,57.94,0.541,-2.095,3,4,2.0,0.41667,GENERAL DIVERSITY,,,,,,216.28
CM-1376055,JAK1 EC50(uM),1.11,83.36,0.836,0.805,1,7,3.0,0.55556,GENERAL DIVERSITY,59.0,50.0,,,29.6,373.47
CM-143381,JAK1 EC50(uM),3.0,55.97,-0.728,-0.7282,0,5,3.0,0.0,GENERAL DIVERSITY,,,,,,171.16
CM-1644751,JAK1 EC50(uM),0.219,68.09,3.059,0.4481,1,7,4.0,0.37037,GENERAL DIVERSITY,,,,,,490.55
CM-1644753,JAK1 EC50(uM),0.0121,89.41,4.238,4.237,3,6,3.0,0.16667,GENERAL DIVERSITY,,18.0,,,,354.36
CM-1359987,JAK1 EC50(uM),3.0,101.11,1.423,0.2842,2,9,3.0,0.47368,GENERAL DIVERSITY,,130.0,,,5.6,383.45
CM-148910,JAK1 EC50(uM),0.0243,108.05,0.426,0.4254,5,6,2.0,0.0,GENERAL DIVERSITY,,,,,,166.14
CM-1409722,JAK1 EC50(uM),0.0398,67.23,-0.718,-3.3192,2,6,3.0,0.42857,GENERAL DIVERSITY,0.487,119.0,,,6.97,269.3
CM-299754,JAK1 EC50(uM),0.305,112.57,-1.203,-4.4376,3,7,0.0,0.8,GENERAL DIVERSITY,,,,,,276.31
CM-293768,JAK1 EC50(uM),0.58,49.84,4.346,4.3455,2,4,3.0,0.0,GENERAL DIVERSITY,,,,,,280.3
CM-1257579,JAK1 EC50(uM),0.497,67.24,1.187,1.1838,2,6,3.0,0.5,GENERAL DIVERSITY,,,,,,299.37
CM-1257586,JAK1 EC50(uM),0.874,67.24,0.917,0.9141,2,6,3.0,0.5,GENERAL DIVERSITY,,,,,,299.37
CM-1386450,JAK1 EC50(uM),0.667,78.09,1.969,1.818,2,6,3.0,0.27778,GENERAL DIVERSITY,,,,,,356.44
CM-1393956,JAK1 EC50(uM),0.28,79.43,0.152,0.1207,1,7,4.0,0.23529,GENERAL DIVERSITY,42.5,526.0,,,2.5,321.33
CM-1295195,JAK1 EC50(uM),0.091,80.55,2.055,2.0547,2,7,3.0,0.27778,GENERAL DIVERSITY,,,,,,339.39
CM-1644767,JAK1 EC50(uM),0.492,91.41,3.455,1.4152,3,8,3.0,0.32,GENERAL DIVERSITY,,,,,,444.53
CM-1133409,JAK1 EC50(uM),3.0,114.04,1.466,1.4583,2,8,3.0,0.25,GENERAL DIVERSITY,42.5,20.0,,,2.5,412.46
CM-1644752,JAK1 EC50(uM),0.0509,83.36,3.669,3.6578,2,8,4.0,0.34783,GENERAL DIVERSITY,10.7,,,,21.8,469.94
CM-1416902,JAK1 EC50(uM),0.408,92.32,-0.581,-0.6118,1,8,4.0,0.25,GENERAL DIVERSITY,,181.0,,,2.58,322.32
CM-1382502,JAK1 EC50(uM),0.504,83.36,0.916,0.8831,1,7,4.0,0.29412,GENERAL DIVERSITY,44.5,2.0,,,36.0,387.48
CM-1411594,JAK1 EC50(uM),0.00305,121.28,0.888,0.654,3,8,3.0,0.16667,GENERAL DIVERSITY,17.8,96.0,,,8.1,386.42
CM-1262696,JAK1 EC50(uM),1.41,67.24,2.248,2.2475,2,6,4.0,0.22222,GENERAL DIVERSITY,,,,,,321.38
CM-1212711,JAK1 EC50(uM),3.0,52.65,3.448,3.4164,1,5,1.0,0.65217,GENERAL DIVERSITY,42.8,706.0,,,186.0,383.53
CM-1711313,JAK1 EC50(uM),3.0,88.92,0.786,-1.4886,3,8,2.0,0.63158,GENERAL DIVERSITY,,,,,,423.44
CM-1117919,JAK1 EC50(uM),3.0,69.3,-0.406,-0.4062,1,6,2.0,0.35714,GENERAL DIVERSITY,4.06,609.0,,,3.0,272.3
CM-1440661,JAK1 EC50(uM),3.0,99.77,0.639,0.5745,3,7,2.0,0.57143,GENERAL DIVERSITY,,,,,,323.41
CM-1948814,JAK1 EC50(uM),3.0,83.5,2.116,2.0723,2,7,3.0,0.33333,GENERAL DIVERSITY,6.71,,,,,338.36
CM-1439492,JAK1 EC50(uM),3.0,90.97,1.448,1.3857,2,7,2.0,0.625,GENERAL DIVERSITY,35.0,108.0,,,5.99,349.45
CM-1375267,JAK1 EC50(uM),3.0,90.97,0.559,0.4965,2,7,2.0,0.57143,GENERAL DIVERSITY,31.0,261.0,,,3.28,321.4
CM-555318,JAK1 EC50(uM),3.0,55.38,4.639,4.6393,0,6,2.0,0.47826,GENERAL DIVERSITY,,,,,,400.46
CM-841508,JAK1 EC50(uM),3.0,114.81,5.037,4.9554,3,10,3.0,0.2381,GENERAL DIVERSITY,,,,,,477.44
CM-1386453,JAK1 EC50(uM),3.0,78.09,0.625,0.4741,2,6,2.0,0.53333,GENERAL DIVERSITY,,,,,,320.41
CM-1375256,JAK1 EC50(uM),3.0,90.97,0.298,0.2356,2,7,2.0,0.53846,GENERAL DIVERSITY,26.5,562.0,,,7.41,309.39
CM-1298183,JAK1 EC50(uM),3.0,42.74,4.054,4.0177,1,4,2.0,0.68421,GENERAL DIVERSITY,,,,,,312.45
CM-1644775,JAK1 EC50(uM),0.0583,105.2,4.019,4.0193,1,8,4.0,0.17391,GENERAL DIVERSITY,,,,,,410.43
CM-2248654,JAK1 EC50(uM),0.679,124.16,2.479,2.4344,3,9,3.0,0.33333,GENERAL DIVERSITY,40.2,,,,37.9,445.52
CM-1129617,JAK1 EC50(uM),3.0,66.7,1.422,1.4212,1,6,2.0,0.27778,GENERAL DIVERSITY,59.5,353.0,,,2.5,322.36
CM-1210141,JAK1 EC50(uM),3.0,43.38,5.651,5.0416,1,4,3.0,0.29167,GENERAL DIVERSITY,,10.0,,,161.0,408.92
CM-1384970,JAK1 EC50(uM),3.0,106.49,0.585,0.5135,3,7,2.0,0.46667,GENERAL DIVERSITY,,,,,,298.34
CM-1438141,JAK1 EC50(uM),3.0,94.73,0.546,0.4816,4,7,2.0,0.53333,GENERAL DIVERSITY,,,,,,300.36
CM-1406560,JAK1 EC50(uM),3.0,67.23,-0.608,-2.1061,2,6,3.0,0.42857,GENERAL DIVERSITY,0.587,373.0,,,3.92,269.3
CM-1117922,JAK1 EC50(uM),3.0,65.12,1.635,1.5929,1,6,3.0,0.23529,GENERAL DIVERSITY,40.0,588.0,,,213.0,307.35
CM-1616211,JAK1 EC50(uM),3.0,59.29,1.963,1.9074,1,5,2.0,0.53333,GENERAL DIVERSITY,,,,,,272.35
CM-1117916,JAK1 EC50(uM),3.0,92.08,-0.058,-0.0581,3,6,2.0,0.35714,GENERAL DIVERSITY,1.25,622.0,,,2.5,272.3
CM-1127131,JAK1 EC50(uM),3.0,48.05,2.865,1.4178,1,5,2.0,0.625,GENERAL DIVERSITY,,,,,,285.39
CM-1439488,JAK1 EC50(uM),3.0,90.97,0.298,0.2356,2,7,2.0,0.53846,GENERAL DIVERSITY,,,,,,309.39
CM-186677,JAK1 EC50(uM),3.0,57.15,3.74,3.7404,1,5,2.0,0.4,GENERAL DIVERSITY,,,,,,340.37
CM-1439498,JAK1 EC50(uM),3.0,90.97,1.666,1.6033,2,7,3.0,0.33333,GENERAL DIVERSITY,50.4,325.0,,,20.9,371.46
CM-1164907,JAK1 EC50(uM),3.0,92.56,3.306,3.2085,2,7,3.0,0.18182,GENERAL DIVERSITY,,4.0,,,2.5,422.5
CM-1382161,JAK1 EC50(uM),3.0,73.91,1.359,1.2963,2,6,2.0,0.5,GENERAL DIVERSITY,,,,,,327.3
CM-230002,JAK1 EC50(uM),3.0,62.45,1.326,1.0934,0,7,3.0,0.38462,GENERAL DIVERSITY,,,,,,269.31
CM-767405,JAK1 EC50(uM),3.0,55.38,2.447,2.4467,0,6,2.0,0.4,GENERAL DIVERSITY,,,,,,354.35
CM-1370070,JAK1 EC50(uM),3.0,79.62,0.816,-1.755,4,5,2.0,0.5,GENERAL DIVERSITY,,,,,,231.3
CM-1395641,JAK1 EC50(uM),3.0,67.74,2.554,0.5812,2,5,3.0,0.3,GENERAL DIVERSITY,,,,,,331.41
CM-1370133,JAK1 EC50(uM),0.42,70.83,1.372,-1.1736,3,5,2.0,0.53846,INTERMEDIATES,,,,,,245.32
CM-2009764,JAK1 EC50(uM),3.0,42.22,1.168,-1.8564,1,4,3.0,0.42857,INTERMEDIATES,,,,,,272.37
CM-2009015,JAK1 EC50(uM),3.0,62.53,1.624,1.6236,1,6,3.0,0.47059,INTERMEDIATES,46.1,523.0,,,3.69,397.42
CM-212452,JAK1 EC50(uM),3.0,93.35,2.482,2.4436,3,5,2.0,0.05882,OTHER,,,,,,294.3
CM-1597080,JAK1 EC50(uM),2.21,73.91,1.947,1.901,2,6,2.0,0.4375,OTHER,,,,,,299.37
CM-286077,JAK1 EC50(uM),0.355,104.81,-0.311,-0.311,2,8,0.0,0.71429,UNCLASSIFIED INTERMEDIATES,,,,,,341.38
CM-1749952,JAK1 EC50(uM),0.312,89.36,2.132,1.3643,2,9,2.0,0.68182,UNKNOWN,,,,,,461.99
CM-1749702,JAK1 EC50(uM),3.0,97.12,1.995,1.9948,3,8,2.0,0.65,UNKNOWN,,,,,,386.49
CM-1749701,JAK1 EC50(uM),3.0,80.13,2.524,1.7222,2,8,2.0,0.65,UNKNOWN,,,,,,385.51
CM-1211176,JAK1 EC50(uM),3.0,41.99,3.412,3.4079,1,3,2.0,0.36842,UNKNOWN,58.9,485.0,,,25.1,294.39
CM-2268139,JAK1 EC50(uM),3.0,83.35,1.905,1.9054,3,7,3.0,0.23529,UNKNOWN,25.1,12.0,,,,358.35
CM-1692858,JAK1 EC50(uM),3.0,116.55,0.413,0.4114,3,10,3.0,0.19048,UNKNOWN,45.4,36.0,0.599,53.9,4.57,434.43
CM-2268072,JAK1 EC50(uM),3.0,65.77,3.939,3.9393,1,7,3.0,0.35,UNKNOWN,50.1,361.0,,,2.5,380.42
CM-2282716,JAK1 EC50(uM),3.0,58.12,3.848,3.8453,1,5,2.0,0.58824,UNKNOWN,33.2,83.0,,,88.9,330.45
CM-1799501,JAK1 EC50(uM),3.0,66.76,4.811,4.6715,2,4,2.0,0.19048,UNKNOWN,,,,,,338.4
CM-1622017,JAK1 EC50(uM),0.259,79.59,3.586,3.5863,1,7,3.0,0.36364,UNKNOWN,41.7,86.7,,,3.24,389.45
CM-2163841,JAK1 EC50(uM),3.0,86.34,3.708,3.6977,1,8,4.0,0.28571,,12.4,8.04,,,2.5,440.42
CM-2289716,JAK1 EC50(uM),0.0693,70.9,0.916,-0.1907,2,6,4.0,0.31579,,48.5,4.0,,,19.1,348.38
CM-2290800,JAK1 EC50(uM),0.0135,68.1,2.137,2.1367,1,6,4.0,0.35,,39.5,308.0,,,,365.4
CM-2290802,JAK1 EC50(uM),0.0273,49.22,1.693,1.6206,1,5,3.0,0.55556,,,617.0,,,21.0,327.4
CM-2291974,JAK1 EC50(uM),0.0137,55.21,1.74,1.7398,1,5,3.0,0.5,,32.4,25.0,,,18.6,318.32
CM-2294242,JAK1 EC50(uM),0.0126,68.1,2.137,2.1367,1,6,4.0,0.35,,47.7,108.0,,,15.1,365.4
CM-2294245,JAK1 EC50(uM),0.0862,62.11,1.373,0.3013,1,6,4.0,0.31579,,38.1,391.0,,,3.74,350.39
CM-2297042,JAK1 EC50(uM),0.025,68.1,2.137,2.1367,1,6,4.0,0.35,,36.4,134.0,,,5.37,365.4
CM-2299706,JAK1 EC50(uM),0.0233,55.21,0.652,0.6517,1,5,3.0,0.5,,,63.0,,,,318.32
CM-2299796,JAK1 EC50(uM),0.106,66.59,1.875,1.8752,2,5,3.0,0.55556,,26.0,10.0,,,18.4,344.36
CM-2302385,JAK1 EC50(uM),0.5,62.11,0.979,-0.5828,1,6,4.0,0.31579,,,612.0,,,40.6,350.39
CM-2302386,JAK1 EC50(uM),0.107,62.11,1.424,-0.3488,1,6,4.0,0.35,,34.9,579.0,,,37.0,364.42
CM-2302420,JAK1 EC50(uM),0.0767,66.59,3.209,3.209,2,5,3.0,0.61905,,10.5,5.0,,,5.91,386.44
CM-2302874,JAK1 EC50(uM),0.0149,55.21,0.652,0.6517,1,5,3.0,0.5,,52.5,100.0,,,8.95,318.32
CM-2303454,JAK1 EC50(uM),0.0262,55.21,1.319,1.3185,1,5,3.0,0.57895,,31.5,10.0,,,7.14,358.39
CM-2305239,JAK1 EC50(uM),0.0924,68.1,1.836,1.8358,1,6,3.0,0.63158,,43.4,93.0,,,2.5,375.42
CM-2305848,JAK1 EC50(uM),0.0486,68.1,2.177,2.1774,1,6,3.0,0.66667,,28.1,20.0,,,19.1,401.45
CM-2305851,JAK1 EC50(uM),0.0864,68.1,2.177,2.1774,1,6,3.0,0.66667,,40.2,50.0,,,13.6,401.45
CM-2306719,JAK1 EC50(uM),0.0128,68.62,2.052,2.0515,1,6,4.0,0.31579,,,11.0,,,2.5,349.36
CM-2307051,JAK1 EC50(uM),0.00854,55.21,1.096,1.0962,1,5,3.0,0.52941,,47.0,589.0,,,17.6,332.35
CM-2309216,JAK1 EC50(uM),0.026,55.21,2.611,2.6111,1,5,3.0,0.61905,,9.9,38.0,,,48.8,386.44
CM-2309245,JAK1 EC50(uM),0.0642,55.21,2.611,2.6111,1,5,3.0,0.61905,,10.9,14.0,,,29.5,386.44
CM-2309592,JAK1 EC50(uM),0.0277,58.01,0.797,-0.4966,2,5,3.0,0.55556,,,44.0,,,50.2,325.38
CM-2309821,JAK1 EC50(uM),0.0188,70.9,1.165,1.1648,2,6,4.0,0.31579,,54.3,11.0,,,21.1,348.38
CM-2312441,JAK1 EC50(uM),0.0714,45.98,1.189,1.1889,1,4,3.0,0.46667,,47.0,441.0,,,13.5,270.3
CM-2313804,JAK1 EC50(uM),0.032,70.9,1.759,1.7593,2,6,4.0,0.31579,,25.5,18.0,,,2.5,348.38
CM-2314317,JAK1 EC50(uM),0.0147,70.9,1.365,1.3409,2,6,4.0,0.31579,,24.2,2.0,,,124.0,348.38
CM-2315390,JAK1 EC50(uM),0.115,58.87,3.081,3.0814,1,5,3.0,0.66667,,4.78,1.0,,,8.13,385.45
CM-2315517,JAK1 EC50(uM),0.0297,55.73,1.218,1.2182,1,5,3.0,0.55556,,37.6,5.0,,,2.5,326.37
CM-2315524,JAK1 EC50(uM),0.0318,55.73,1.218,1.2182,1,5,3.0,0.55556,,43.1,4.0,,,2.5,326.37
CM-2315731,JAK1 EC50(uM),0.0523,75.0,1.074,1.0744,1,7,4.0,0.4,,,15.0,,,12.6,375.4
CM-2316964,JAK1 EC50(uM),0.145,55.21,0.992,0.9914,1,5,3.0,0.5,,44.0,619.0,,,8.94,300.33
CM-2317021,JAK1 EC50(uM),0.00816,55.73,1.31,1.3104,1,5,3.0,0.55556,,47.8,226.0,,,2.5,326.37
CM-2318058,JAK1 EC50(uM),0.0684,55.21,1.654,1.6539,1,5,3.0,0.55556,,36.0,40.0,,,14.9,344.36
CM-2318060,JAK1 EC50(uM),0.0758,55.21,1.654,1.6539,1,5,3.0,0.55556,,36.1,,,,183.0,344.36
CM-2318061,JAK1 EC50(uM),0.0155,55.21,1.666,1.666,1,5,3.0,0.57895,,37.9,67.0,,,189.0,358.39
CM-2318062,JAK1 EC50(uM),0.00714,55.21,1.666,1.666,1,5,3.0,0.57895,,59.8,,,,147.0,358.39
CM-2318064,JAK1 EC50(uM),0.0488,55.21,1.666,1.666,1,5,3.0,0.57895,,45.5,51.0,,,43.7,358.39
CM-2318066,JAK1 EC50(uM),0.0203,55.21,1.666,1.666,1,5,3.0,0.57895,,38.6,55.0,,,7.29,358.39
CM-2318124,JAK1 EC50(uM),0.00943,70.9,1.165,1.1648,2,6,4.0,0.31579,,40.1,55.0,,,2.5,348.38
CM-2318464,JAK1 EC50(uM),0.013,55.21,1.291,1.2906,1,5,3.0,0.57895,,,15.0,,,28.1,358.39
CM-2318934,JAK1 EC50(uM),0.697,68.1,2.393,2.3925,1,6,3.0,0.61111,,48.3,138.0,,,8.68,379.38
CM-2318937,JAK1 EC50(uM),0.0531,68.1,2.393,2.3925,1,6,3.0,0.61111,,52.1,96.0,,,2.5,379.38
CM-2318938,JAK1 EC50(uM),0.119,68.1,1.483,1.4826,1,6,3.0,0.61111,,49.8,39.0,,,2.5,361.39
CM-2318940,JAK1 EC50(uM),0.0657,68.1,1.735,1.7352,1,6,3.0,0.61111,,51.9,22.0,,,2.5,361.39
CM-2318941,JAK1 EC50(uM),0.167,68.1,1.976,1.9759,1,6,3.0,0.58824,,52.8,16.0,,,2.5,365.35
CM-2318944,JAK1 EC50(uM),0.0706,68.1,2.372,2.3721,1,6,3.0,0.63158,,53.8,22.0,,,10.9,375.42
CM-2318947,JAK1 EC50(uM),0.0661,68.1,1.922,1.9225,1,6,3.0,0.61111,,40.9,35.0,,,2.5,379.38
CM-2318953,JAK1 EC50(uM),0.0664,68.1,2.535,2.5349,1,6,3.0,0.63158,,36.8,5.0,,,2.5,393.41
CM-2319295,JAK1 EC50(uM),0.0268,55.21,2.185,2.1844,1,5,3.0,0.52941,,20.6,48.0,,,4.43,332.35
CM-2319308,JAK1 EC50(uM),0.0354,70.9,0.771,0.7701,2,6,4.0,0.31579,,,48.0,,,19.7,348.38
CM-2319313,JAK1 EC50(uM),0.00986,49.22,0.992,0.6417,1,5,3.0,0.55556,,,347.0,,,105.0,345.39
CM-2321420,JAK1 EC50(uM),0.102,55.21,1.985,1.9854,1,5,3.0,0.57895,,51.3,39.0,,,19.9,360.4
CM-2321431,JAK1 EC50(uM),0.0551,55.21,2.479,2.4787,1,5,3.0,0.55556,,39.1,9.0,,,2.5,364.36
CM-2321435,JAK1 EC50(uM),0.0308,55.21,3.038,3.0377,1,5,3.0,0.6,,6.54,4.0,,,2.5,392.42
CM-2321436,JAK1 EC50(uM),0.026,55.21,3.047,3.0466,1,5,3.0,0.61905,,7.99,10.0,,,2.5,404.43
CM-2321439,JAK1 EC50(uM),0.074,68.1,2.366,2.3657,1,6,3.0,0.65,,36.3,40.0,,,12.9,405.42
CM-2321442,JAK1 EC50(uM),0.0388,80.99,0.996,0.9903,1,7,3.0,0.68421,,48.4,217.0,,,10.6,388.41
CM-2282309,JAK1 EC50(uM),0.0381,58.34,2.368,2.0118,1,6,2.0,0.5,,22.2,458.0,,,17.8,390.46
CM-2286229,JAK1 EC50(uM),0.0759,68.1,1.733,1.7328,1,6,3.0,0.65,,45.5,37.0,,,2.5,387.43
CM-2285383,JAK1 EC50(uM),0.0451,55.21,1.472,1.4722,1,5,3.0,0.57895,,26.3,76.0,,,446.0,358.39
CM-2286506,JAK1 EC50(uM),0.457,39.42,1.947,1.9469,0,4,3.0,0.55556,,39.3,151.0,,,18.0,361.41
CM-2289202,JAK1 EC50(uM),0.145,39.42,3.281,3.2806,0,4,3.0,0.61905,,23.8,10.0,,,,403.49
CM-2287421,JAK1 EC50(uM),0.066,55.21,1.669,1.6687,1,5,3.0,0.57895,,14.1,20.0,,,145.0,358.39
CM-2287916,JAK1 EC50(uM),0.0272,55.21,1.712,1.7115,1,5,3.0,0.6,,31.7,62.0,,,21.8,372.41
CM-2287913,JAK1 EC50(uM),0.332,55.21,1.712,1.7115,1,5,3.0,0.6,,17.0,18.0,,,40.4,372.41
CM-2287914,JAK1 EC50(uM),0.0109,55.21,1.712,1.7115,1,5,3.0,0.6,,28.6,24.0,,,16.6,372.41
CM-2287865,JAK1 EC50(uM),0.0307,55.21,1.712,1.7115,1,5,3.0,0.6,,28.0,33.0,,,24.8,372.41
CM-2291914,JAK1 EC50(uM),0.0415,55.21,2.128,2.1275,1,5,3.0,0.57895,,28.4,78.0,,,34.3,360.4
CM-2291816,JAK1 EC50(uM),0.0275,55.21,2.128,2.1275,1,5,3.0,0.57895,,25.4,83.0,,,20.2,360.4
CM-2291820,JAK1 EC50(uM),0.0113,55.21,1.729,1.729,1,5,3.0,0.6,,25.2,32.0,,,165.0,354.42
CM-2291821,JAK1 EC50(uM),0.225,55.21,1.729,1.729,1,5,3.0,0.6,,31.3,43.0,,,184.0,354.42
CM-2292050,JAK1 EC50(uM),0.0437,55.21,1.729,1.729,1,5,3.0,0.6,,39.3,68.0,,,35.6,354.42
CM-2292047,JAK1 EC50(uM),0.0373,55.21,1.729,1.729,1,5,3.0,0.6,,33.2,92.0,,,112.0,354.42
CM-2294400,JAK1 EC50(uM),0.0652,55.21,1.224,1.2242,1,5,3.0,0.55556,,31.6,119.0,,,17.6,344.36
CM-2290537,JAK1 EC50(uM),0.035,55.21,2.253,2.2531,1,5,3.0,0.61905,,15.9,20.0,,,,368.45
CM-2290535,JAK1 EC50(uM),0.0727,55.21,2.614,2.6136,1,5,3.0,0.63636,,1.84,5.0,,,,400.46
CM-2290580,JAK1 EC50(uM),0.035,55.21,2.895,2.8953,1,5,3.0,0.57895,,16.1,39.0,,,,378.39
CM-2297053,JAK1 EC50(uM),0.0234,49.22,2.149,-0.1977,1,5,3.0,0.5,,16.0,617.0,,,22.2,335.45
CM-2298097,JAK1 EC50(uM),3.0,44.35,2.459,2.4593,0,5,3.0,0.63636,,19.6,,,,3.74,400.46
CM-2308590,JAK1 EC50(uM),0.0408,64.44,1.004,1.0044,1,6,3.0,0.57895,,52.9,648.0,,,195.0,358.41
CM-2299385,JAK1 EC50(uM),0.105,58.45,2.432,0.6722,1,6,3.0,0.6,,17.7,285.0,,,16.3,389.44
CM-2299384,JAK1 EC50(uM),0.0271,58.45,2.372,2.1539,1,6,3.0,0.57895,,9.81,448.0,,,4.79,375.42
